Price,Close
Ticker,AAPL
Date,
2015-01-02,24.320430755615234
2015-01-05,23.635282516479492
2015-01-06,23.637510299682617
2015-01-07,23.968965530395508
2015-01-08,24.889902114868164
2015-01-09,24.916595458984375
2015-01-12,24.30263328552246
2015-01-13,24.518404006958008
2015-01-14,24.424983978271484
2015-01-15,23.7620849609375
2015-01-16,23.577442169189453
2015-01-20,24.18474006652832
2015-01-21,24.369373321533203
2015-01-22,25.003353118896484
2015-01-23,25.13237190246582
2015-01-26,25.1590633392334
2015-01-27,24.278162002563477
2015-01-28,25.65067481994629
2015-01-29,26.449277877807617
2015-01-30,26.062217712402344
2015-02-02,26.389217376708984
2015-02-03,26.39366340637207
2015-02-04,26.596092224121094
2015-02-05,26.78592872619629
2015-02-06,26.560361862182617
2015-02-09,26.736793518066406
2015-02-10,27.25044059753418
2015-02-11,27.8891658782959
2015-02-12,28.242015838623047
2015-02-13,28.38048553466797
2015-02-17,28.5479793548584
2015-02-18,28.746734619140625
2015-02-19,28.686439514160156
2015-02-20,28.920927047729492
2015-02-23,29.70258331298828
2015-02-24,29.5172119140625
2015-02-25,28.762374877929688
2015-02-26,29.12639617919922
2015-02-27,28.688669204711914
2015-03-02,28.829368591308594
2015-03-03,28.889667510986328
2015-03-04,28.70653533935547
2015-03-05,28.230854034423828
2015-03-06,28.273284912109375
2015-03-09,28.393888473510742
2015-03-10,27.806522369384766
2015-03-11,27.299570083618164
2015-03-12,27.793132781982422
2015-03-13,27.60106658935547
2015-03-16,27.904796600341797
2015-03-17,28.37154769897461
2015-03-18,28.690906524658203
2015-03-19,28.47427749633789
2015-03-20,28.116952896118164
2015-03-23,28.409515380859375
2015-03-24,28.293386459350586
2015-03-25,27.55417251586914
2015-03-26,27.74622917175293
2015-03-27,27.52513313293457
2015-03-30,28.2219181060791
2015-03-31,27.788663864135742
2015-04-01,27.74846076965332
2015-04-02,27.9874210357666
2015-04-06,28.440780639648438
2015-04-07,28.141521453857422
2015-04-08,28.049955368041992
2015-04-09,28.264341354370117
2015-04-10,28.38494873046875
2015-04-13,28.329113006591797
2015-04-14,28.206289291381836
2015-04-15,28.31348419189453
2015-04-16,28.17725372314453
2015-04-17,27.860124588012695
2015-04-20,28.49660873413086
2015-04-21,28.342517852783203
2015-04-22,28.724407196044922
2015-04-23,28.958898544311523
2015-04-24,29.095129013061523
2015-04-27,29.624414443969727
2015-04-28,29.157657623291016
2015-04-29,28.72886848449707
2015-04-30,27.94945526123047
2015-05-01,28.798099517822266
2015-05-04,28.742273330688477
2015-05-05,28.09461784362793
2015-05-06,27.918195724487305
2015-05-07,28.090877532958984
2015-05-08,28.620134353637695
2015-05-11,28.328590393066406
2015-05-12,28.227678298950195
2015-05-13,28.25906753540039
2015-05-14,28.918394088745117
2015-05-15,28.878026962280273
2015-05-18,29.196475982666016
2015-05-19,29.169570922851562
2015-05-20,29.167325973510742
2015-05-21,29.465585708618164
2015-05-22,29.72348976135254
2015-05-26,29.068655014038086
2015-05-27,29.611358642578125
2015-05-28,29.553054809570312
2015-05-29,29.21666145324707
2015-06-01,29.27497100830078
2015-06-02,29.14490509033203
2015-06-03,29.18077850341797
2015-06-04,29.010345458984375
2015-06-05,28.85110855102539
2015-06-08,28.66049575805664
2015-06-09,28.575279235839844
2015-06-10,28.90269660949707
2015-06-11,28.837656021118164
2015-06-12,28.519210815429688
2015-06-15,28.463153839111328
2015-06-16,28.61564064025879
2015-06-17,28.548370361328125
2015-06-18,28.678436279296875
2015-06-19,28.391387939453125
2015-06-22,28.61787986755371
2015-06-23,28.487817764282227
2015-06-24,28.730024337768555
2015-06-25,28.593215942382812
2015-06-26,28.425020217895508
2015-06-29,27.927162170410156
2015-06-30,28.128999710083008
2015-07-01,28.391387939453125
2015-07-02,28.355501174926758
2015-07-06,28.25682830810547
2015-07-07,28.187305450439453
2015-07-08,27.487606048583984
2015-07-09,26.92696189880371
2015-07-10,27.646835327148438
2015-07-13,28.180574417114258
2015-07-14,28.169361114501953
2015-07-15,28.44072151184082
2015-07-16,28.81972312927246
2015-07-17,29.068655014038086
2015-07-20,29.618091583251953
2015-07-21,29.322057723999023
2015-07-22,28.081907272338867
2015-07-23,28.06844711303711
2015-07-24,27.920434951782227
2015-07-27,27.532461166381836
2015-07-28,27.669265747070312
2015-07-29,27.581796646118164
2015-07-30,27.442760467529297
2015-07-31,27.202800750732422
2015-08-03,26.561416625976562
2015-08-04,25.709226608276367
2015-08-05,25.879663467407227
2015-08-06,25.935983657836914
2015-08-07,26.02383804321289
2015-08-10,26.969999313354492
2015-08-11,25.566532135009766
2015-08-12,25.96076011657715
2015-08-13,25.940486907958984
2015-08-14,26.122961044311523
2015-08-17,26.393295288085938
2015-08-18,26.244611740112305
2015-08-19,25.908950805664062
2015-08-20,25.37730598449707
2015-08-21,23.825153350830078
2015-08-24,23.23042106628418
2015-08-25,23.370092391967773
2015-08-26,24.710493087768555
2015-08-27,25.438119888305664
2015-08-28,25.5214786529541
2015-08-31,25.402084350585938
2015-09-01,24.266691207885742
2015-09-02,25.307462692260742
2015-09-03,24.863676071166992
2015-09-04,24.61586570739746
2015-09-08,25.300701141357422
2015-09-09,24.814111709594727
2015-09-10,25.35927963256836
